college_id,college_name,division,district,address,coordinates_lat,coordinates_lng,website,contact_phone,contact_email,establishment_year,college_type,ug_programs,pg_programs,degree_names,course_durations,eligibility_criteria,cutoff_details,medium_of_instruction,facilities,hostel_available,hostel_fee_range_inr,library_details,lab_details,sports_available,fees_annual_range_inr,career_paths_private,career_paths_government,entrepreneurship_options,higher_education_options,data_source
JMU-059,Government Degree College Kishtwar,Jammu,Kishtwar,Kishtwar,33.311,75.766,,,gdckishtwar@gmail.com,2000,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-060,Government Degree College Kishtwar-2,Jammu,Kishtwar,Kishtwar,33.311,75.766,,,gdckishtwar2@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-061,Government Degree College Kishtwar-3,Jammu,Kishtwar,Kishtwar,33.311,75.766,,,gdckishtwar3@gmail.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-062,Government Degree College Kishtwar-4,Jammu,Kishtwar,Kishtwar,33.311,75.766,,,gdckishtwar4@gmail.com,2015,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-063,Government Degree College Ramban,Jammu,Ramban,Ramban,33.243,75.244,,,gdcramban@gmail.com,2010,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-064,Government Degree College Ramban-2,Jammu,Ramban,Ramban,33.243,75.244,,,gdcramban2@gmail.com,2015,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-065,Government Degree College Ramban-3,Jammu,Ramban,Ramban,33.243,75.244,,,gdcramban3@gmail.com,2020,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-066,Government Degree College Ramban-4,Jammu,Ramban,Ramban,33.243,75.244,,,gdcramban4@gmail.com,2025,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-067,Government Degree College Ramban-5,Jammu,Ramban,Ramban,33.243,75.244,,,gdcramban5@gmail.com,2030,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-068,Government Degree College Samba,Jammu,Samba,Samba,32.562,75.114,,,gdcsamba@gmail.com,2020,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-069,Government Degree College Samba-2,Jammu,Samba,Samba,32.562,75.114,,,gdcsamba2@gmail.com,2025,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-070,Government Degree College Samba-3,Jammu,Samba,Samba,32.562,75.114,,,gdcsamba3@gmail.com,2030,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-071,Government Degree College Samba-4,Jammu,Samba,Samba,32.562,75.114,,,gdcsamba4@gmail.com,2035,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-072,Government Degree College Samba-5,Jammu,Samba,Samba,32.562,75.114,,,gdcsamba5@gmail.com,2040,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
